index_value,Company,TypeName,Inches,resolution_width,resolution_height,touchscreen,cpu_brand,cpu_speed,cpu_name,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,Price
910,LG,Ultrabook,14,1920,1080,1,Intel,2.7, Core i7,8,SSD,512,0,Intel,windows,0.98,101179
911,Dell,Notebook,14,1920,1080,0,Intel,2.8, Core i5,8,SSD,256,0,Intel,windows,1.6,64202
912,HP,Ultrabook,12.5,3840,2160,1,Intel,1.2, Core M,8,SSD,240,0,Intel,windows,1.09,165168
913,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,6,SSD,256,0,Nvidia,windows,2.2,42038
914,HP,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Nvidia,windows,2.04,54292
915,Acer,Notebook,15.6,1920,1080,0,Intel,2.4, Core i3,4,HDD,1024,0,Intel,windows,2.4,26587
916,Lenovo,Notebook,13.3,1920,1080,0,Intel,2.5, Core i5,4,SSD,128,0,Intel,windows,1.44,46940
917,HP,Notebook,13.3,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.49,51149
918,MSI,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,2.7,85195
919,Dell,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,128,1024,Nvidia,windows,2.6,71875
920,MSI,Gaming,15.6,1920,1080,0,Intel,2.5, Core i5,8,Hybrid,128,1024,Nvidia,windows,2.2,59669
921,Dell,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,4,HDD,1024,0,AMD,windows,2.18,36496
922,HP,Ultrabook,15.6,1920,1080,0,Intel,2.5, Core i7,8,SSD,256,0,AMD,windows,1.84,69104
925,Lenovo,2 in 1 Convertible,13.3,1920,1080,1,Intel,2.5, Core i5,8,SSD,512,0,Intel,windows,1.37,97236
926,Dell,Notebook,15.6,1366,768,0,Intel,2.3, Core i5,4,HDD,500,0,Intel,windows,1.95,38889
927,Lenovo,Ultrabook,12.5,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.36,87912
928,HP,Notebook,15.6,1920,1080,0,Intel,2.3, Core i5,8,SSD,256,0,Intel,windows,2.31,62071
929,Dell,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,4,HDD,1024,0,Intel,windows,2.18,37725
930,HP,Notebook,14,1366,768,0,Intel,2.3, Core i5,4,HDD,500,0,Intel,windows,1.95,61219
931,Lenovo,Notebook,15.6,1366,768,0,Intel,1.1, Pentium Quad,4,HDD,1024,0,Intel,windows,2.2,16464
932,HP,Ultrabook,12.5,1920,1080,0,Intel,2.3, Core i5,4,HDD,500,0,Intel,windows,1.26,84129
933,HP,Notebook,15.6,1366,768,0,Intel,1.6, Celeron Dual,4,HDD,1024,0,Intel,N/A,1.86,15393
934,Lenovo,2 in 1 Convertible,13.3,3200,1800,1,Intel,2.2, Core i7,16,SSD,1024,0,Intel,windows,1.3,95851
935,Toshiba,Notebook,14,1920,1080,0,Intel,2.3, Core i5,4,SSD,128,0,Intel,windows,1.47,58874
936,HP,Netbook,12.5,1920,1080,0,Intel,2.3, Core i5,8,SSD,256,0,Intel,windows,1.26,88924
937,Dell,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,HDD,1024,0,Intel,windows,2.18,29762
938,MSI,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,128,1024,Nvidia,windows,2.2,63883
940,Dell,Gaming,17.3,2560,1440,0,Intel,2.7, Core i7,16,Hybrid,512,1024,Nvidia,windows,4.36,146946
941,HP,Gaming,17.3,1920,1080,0,Intel,2.3, Core i5,8,Hybrid,128,1024,Nvidia,windows,2.75,74539
942,Asus,Notebook,17.3,1600,900,0,Intel,1.6, Pentium Quad,4,HDD,1024,0,Nvidia,windows,2.8,28238
943,Acer,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,4,HDD,500,0,Intel,windows,2.23,32980
944,Toshiba,Notebook,15.6,1366,768,0,Intel,2.3, Core i5,8,SSD,256,0,Intel,windows,2.2,59620
945,Lenovo,2 in 1 Convertible,11.3,1920,1080,1,Intel,1.2, Core M,8,SSD,256,0,Intel,windows,1.1,69211
946,Lenovo,Gaming,15.6,1920,1080,0,AMD,2.1, FX 8800P,16,Hybrid,512,1024,AMD,windows,2.5,53227
947,Dell,Ultrabook,12.5,1920,1080,1,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.36,78439
948,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,HDD,1024,0,Nvidia,N/A,2.2,36497
949,Dell,Notebook,17.3,1600,900,0,Intel,2, Core i3,4,HDD,1024,0,AMD,windows,2.36,35112
950,Acer,Notebook,14,1366,768,0,Intel,1.6, Celeron Dual,4,Flash Storage,32,0,Intel,other,1.68,18595
951,HP,Workstation,15.6,1920,1080,0,Intel,2.7, Core i7,8,SSD,8,0,Nvidia,windows,2,119827
952,Dell,Ultrabook,14,1920,1080,0,Intel,2.8, Core i7,8,SSD,256,0,Intel,windows,1.36,94572
953,Toshiba,Notebook,13.3,1920,1080,0,Intel,2.3, Core i5,8,SSD,256,0,Intel,windows,1.2,77789
954,Asus,2 in 1 Convertible,12.5,1920,1080,0,Intel,1.2, Core M,8,Flash Storage,64,0,Intel,other,1.2,61752
955,Lenovo,Ultrabook,14,1920,1080,0,Intel,2.6, Core i7,8,SSD,256,0,Intel,windows,1.7,79333
956,Dell,Gaming,17.3,3840,2160,0,Intel,2.8, Core i7,16,Hybrid,512,1024,Nvidia,windows,4.36,168045
957,Dell,2 in 1 Convertible,13.3,1920,1080,1,Intel,1.2, Core i5,8,SSD,256,0,Intel,windows,1.24,101179
958,HP,2 in 1 Convertible,11.6,1366,768,1,Intel,1.1, Pentium Quad,4,SSD,256,0,Intel,windows,1.45,41292
959,Dell,Ultrabook,13.3,3200,1800,0,Intel,2.5, Core i7,8,SSD,256,0,Intel,windows,1.3,67559
960,Acer,2 in 1 Convertible,11.6,1366,768,1,Intel,1.6, Celeron Dual,4,Flash Storage,32,0,Intel,other,1.25,20726
961,Toshiba,Notebook,13.3,1920,1080,0,Intel,2.4, Core i5,8,SSD,256,0,Intel,windows,1.2,81785
962,Lenovo,Ultrabook,12.5,1920,1080,0,Intel,2.6, Core i5,8,SSD,256,0,Intel,windows,1.36,93773
963,Acer,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,12,Hybrid,128,1024,Nvidia,windows,2.4,53760
964,Toshiba,Ultrabook,12.5,1920,1080,1,Intel,2.7, Core i7,8,SSD,512,0,Intel,windows,1.1,95371
965,HP,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,8,HDD,1024,0,Nvidia,windows,2.04,45102
966,Dell,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,HDD,1024,0,AMD,linux,2.25,24808
967,Dell,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,4,HDD,500,0,Intel,windows,1.9,43956
968,HP,Notebook,15.6,1920,1080,0,Intel,2.4, Core i3,4,HDD,500,0,Intel,windows,2.04,36497
969,Dell,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,32,Hybrid,256,1024,Nvidia,windows,4.42,167779
970,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,6,SSD,256,0,Nvidia,windows,2.4,37030
971,Dell,2 in 1 Convertible,13.3,3200,1800,1,Intel,1.3, Core i7,16,SSD,512,0,Intel,windows,1.22,101179
972,Dell,Ultrabook,14,2560,1440,1,Intel,2.6, Core i7,8,SSD,256,0,Intel,windows,1.5,104588
973,Dell,Gaming,17.3,1920,1080,0,Intel,2.6, Core i7,32,Hybrid,256,1024,Nvidia,windows,4.42,149184
974,Toshiba,Notebook,14,1920,1080,0,Intel,2.3, Core i5,8,SSD,256,0,Intel,windows,1.95,62870
975,Asus,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,2.73,109219
976,HP,Notebook,15.6,1920,1080,0,Intel,2.7, Core i5,8,Hybrid,128,1024,Nvidia,windows,2.04,52161
977,Lenovo,Notebook,14,1366,768,0,Intel,2.3, Core i5,4,Hybrid,508,0,Intel,windows,1.7,53387
978,Asus,2 in 1 Convertible,15.6,3840,2160,1,Intel,2.7, Core i7,16,Hybrid,512,2048,Nvidia,windows,2.3,95851
980,Asus,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,2.99,93187
981,Dell,2 in 1 Convertible,15.6,1920,1080,1,Intel,2.7, Core i7,12,SSD,512,0,Intel,windows,2.19,69211
982,Toshiba,Notebook,13.3,1920,1080,0,Intel,2.3, Core i5,4,SSD,128,0,Intel,windows,1.2,63670
983,Lenovo,Notebook,15.6,1920,1080,0,AMD,3.6, A12-Series 9720P,6,SSD,256,0,AMD,windows,2.2,29251
984,Fujitsu,Notebook,15.6,1366,768,0,Intel,2.3, Core i5,4,SSD,256,0,Intel,windows,2.3,34579
985,Toshiba,Notebook,14,1366,768,0,Intel,2.3, Core i5,4,HDD,500,0,Intel,windows,1.75,48751
986,Dell,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,4,HDD,500,0,AMD,windows,2.25,31915
987,HP,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,HDD,1024,0,Intel,windows,2.04,42944
988,Lenovo,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,128,1024,Nvidia,windows,2.5,63350
989,Dell,Notebook,15.6,1366,768,0,Intel,2.7, Core i7,8,HDD,1024,0,AMD,windows,2.36,39907
990,Dell,Notebook,14,1920,1080,0,Intel,2.5, Core i5,8,SSD,128,0,Intel,windows,1.6,59620
991,HP,Netbook,12.5,1920,1080,0,Intel,1.2, Core M,8,SSD,512,0,Intel,windows,0.97,101658
992,HP,Notebook,15.6,1920,1080,0,Intel,2, Core i3,4,Hybrid,128,1024,AMD,windows,2.1,26587
993,Lenovo,Notebook,15.6,1366,768,0,Intel,1.1, Celeron Dual,4,SSD,128,0,Intel,N/A,1.9,14419
994,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.3, Core i5,8,SSD,256,0,Intel,windows,2.3,71875
996,Asus,Notebook,13.3,3200,1800,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.4,61272
997,HP,Ultrabook,13.3,1920,1080,1,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.11,71875
998,Acer,Notebook,15.6,1366,768,0,Intel,1.1, Pentium Quad,4,HDD,500,0,Intel,windows,2.4,20246
999,Asus,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,2.5,95851
1000,HP,Ultrabook,14,1920,1080,0,Intel,2.7, Core i7,8,SSD,512,0,Intel,windows,1.48,111302
1001,Acer,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,128,1024,Nvidia,windows,2.7,67133
1002,HP,Notebook,13.3,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.34,63350
1003,Dell,Notebook,15.6,1366,768,0,Intel,2.4, Core i3,4,SSD,128,0,Intel,windows,2.18,29144
1004,HP,Notebook,14,1366,768,0,Intel,2.5, Core i5,4,HDD,500,0,Intel,windows,1.64,41505
1005,Toshiba,Notebook,13.3,1920,1080,0,Intel,2.3, Core i5,4,SSD,128,0,Intel,windows,1.2,63670
1006,HP,Notebook,14,1366,768,0,Intel,2.4, Core i5,4,SSD,256,0,Intel,windows,1.48,58607
1007,HP,Notebook,14,1920,1080,0,Intel,2.5, Core i5,4,SSD,256,0,Intel,windows,1.95,64202
1008,HP,Ultrabook,14,1920,1080,0,Intel,2.6, Core i7,8,SSD,256,0,Intel,windows,1.43,77203
1009,HP,Notebook,14,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Nvidia,windows,1.64,55905
1010,HP,Notebook,14,1366,768,0,Intel,2.4, Core i3,4,HDD,500,0,Intel,windows,1.64,36444
1011,Dell,Gaming,15.6,1920,1080,0,Intel,2.5, Core i5,8,Hybrid,1024,0,Nvidia,windows,2.65,50563
1012,HP,Ultrabook,12.5,1920,1080,0,Intel,2.5, Core i5,4,HDD,500,0,Intel,windows,1.26,81998
1013,HP,Notebook,14,1920,1080,0,Intel,2.5, Core i5,4,SSD,256,0,Intel,windows,1.48,84715
1014,HP,Ultrabook,14,1920,1080,0,Intel,2.5, Core i7,8,SSD,256,0,Intel,windows,1.54,100551
1015,HP,Notebook,13.3,1366,768,0,Intel,2.4, Core i3,4,HDD,500,0,Intel,windows,1.49,42624
1016,Toshiba,Notebook,13.3,1366,768,0,Intel,2.3, Core i5,8,SSD,256,0,Intel,windows,1.5,64469
1017,HP,Notebook,15.6,1366,768,0,Intel,2.4, Core i3,4,SSD,256,0,Intel,windows,2.04,41025
1018,Lenovo,Notebook,17.3,3840,2160,0,Intel,2.7, Core i7,16,SSD,512,0,Nvidia,windows,2.4,158135
1019,Toshiba,Notebook,14,1920,1080,0,Intel,2.3, Core i5,8,SSD,256,0,Intel,windows,1.47,79387
1020,HP,Notebook,14,1920,1080,0,Intel,2.5, Core i7,8,SSD,256,0,Intel,windows,1.43,118761
1021,Dell,2 in 1 Convertible,15.6,1920,1080,1,Intel,2.3, Core i3,4,HDD,1024,0,Intel,windows,2.08,42410
1022,Toshiba,Ultrabook,13.3,1920,1080,0,Intel,2.3, Core i5,8,SSD,256,0,Intel,windows,1.2,84715
1023,HP,Notebook,13.3,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.11,61219
1024,HP,Notebook,14,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Nvidia,windows,1.64,63160
1025,Dell,Notebook,15.6,1920,1080,0,Intel,2.4, Core i5,8,HDD,500,0,Intel,windows,2.09,55754
1026,HP,Ultrabook,12.5,1366,768,0,Intel,2.5, Core i5,4,SSD,256,0,Intel,windows,1.26,83064
1027,HP,Notebook,14,1366,768,0,Intel,2.5, Core i5,4,HDD,500,0,Intel,windows,2.31,63350
